0,BJo9XMoEecRGjgVrWvkXm7WKCbpTtMhWgSNE5XDU94AE
0,Cyf26ZUBJ78CLXaEjaQSiWAjrWyBmc6fxefAYur5veuk
0,DHkKboNEw6a2T27jWGzuvUiNCVq3heur4YfUQTHQ33Pz
0,Eh8V8LXUzVXTq2NvFejFXGy3qxnhYRskkXySvKihubGQ
0,GDiQBQ1bSAEYNXbDFKoAWz5uM48bpkeuk7E28SC3yExY
0,GE9bKFoXuyuGiHhdpXrgubyHvuRnwdLC325gMmHSsRuJ
0,Go2nc91yxAB4zaQ59j66GC67QS8r8CympYv5vGGBPkhk
0,GV3dRi3tkpcqzJbbrSdthiLwZMmM4fuCmMr3dneH8ph7
0,2B4gXL8EcabqMsZhTYizvtWQ1wpytWKpTEd6T9uarPHQ
0,2uF1tR3oRqGZru2fHcnWs6AEnotWifkxwhaDVq2T1umZ
0,8oQBu74qAYqwqBbtrJw5UtLWXaPHPmrgHxjZqhKff2Se
0,34Uzkwq4b4ZsgGezGvzdv3E6PLcHN1ngGf2eqQv2mU2w
0,65g2WskXdAeeHGLrrgtcDPYaYZJJNpg65RvBcikkJAb4
0,4Gib2fy5VAiqF8mAuh4wHj9k7foeuHnzMJARkYtu4Ph2
0,4TuELTjFqkpC7RPD6bjqx4PeixNy3G5nySxduqiTPo34
0,37T4Jem9KNPnjUGdHKNytP13ayiNZtrLa2fnJPkj85wq
